Customer_ID,Age,Gender,Marital_Status,Education_Level,Employment_Type,City_Tier,Monthly_Income,Monthly_Expenses,Savings_Balance,Existing_Loan_Amount,Credit_Card_Utilization,Debt_to_Income_Ratio,Number_of_Open_Accounts,Number_of_Credit_Cards,Loan_Amount_Requested,Loan_Tenure_Months,Loan_Purpose,Interest_Rate,EMI,EMI_to_Income_Ratio,Credit_Score,Previous_Defaults,Payment_Delay_Days,Credit_History_Years,Recent_Credit_Inquiries,Online_Application,App_Login_Frequency,Document_Verification_Score,Address_Stability_Years,Job_Stability_Years,Loan_Default,Has_Credit_Card,Has_Personal_Loan,Has_Insurance,Has_Mutual_Fund,Has_Fixed_Deposit,Has_Gold_Loan,Has_Vehicle_Loan,Has_Home_Loan,Has_BNPL,Has_Overdraft
CUST00226,49,Female,Single,Post Graduate,Salaried,Tier 3,58378.0,30691.0,135893.0,276460.0,57.5,0.615,8,2,55435.0,36,Travel,7.5,1724.0,0.03,883.0,0,1.0,10.7,0,Yes,18,65.2,7.1,13.3,No,1,0,1,0,1,0,0,0,0,0
CUST00227,39,Male,Married,High School,Business,Tier 3,28834.0,20349.0,152584.0,0.0,58.0,0.122,2,1,202519.0,48,Travel,9.71,5108.0,0.177,760.0,0,7.0,8.6,1,No,9,75.6,4.9,5.2,No,1,0,1,0,0,0,0,0,0,0
CUST00228,27,Male,Single,Graduate,Salaried,Tier 2,68471.0,37013.0,-49477.0,0.0,56.4,0.031,8,4,450613.0,36,Business,7.5,14017.0,0.205,766.0,0,26.0,3.2,0,Yes,20,85.5,8.6,2.4,No,0,0,0,1,0,0,0,0,0,1
CUST00229,31,Male,Married,Graduate,Salaried,Tier 3,36043.0,18395.0,23752.0,0.0,50.4,0.087,7,0,240601.0,24,Medical,17.73,11980.0,0.332,632.0,1,25.0,4.0,2,Yes,21,79.1,0.0,0.0,Yes,1,0,1,1,0,0,0,1,0,1
CUST00230,45,Female,Single,Professional,Self-employed,Tier 1,200403.0,109100.0,412594.0,0.0,20.8,0.088,4,2,792925.0,60,Business,10.05,16867.0,0.084,,0,11.0,21.3,1,No,12,75.0,13.3,,No,1,0,1,1,1,0,0,0,0,0
CUST00231,31,Female,Single,Professional,Salaried,Tier 1,260000.0,135189.0,567180.0,0.0,33.9,0.28,3,2,207012.0,36,Education,11.13,6790.0,0.026,652.0,0,15.0,8.7,0,No,9,52.7,11.3,4.9,No,1,0,1,1,1,0,0,0,1,1
CUST00232,40,Male,Married,Graduate,Salaried,Tier 2,121697.0,59730.0,201845.0,0.0,36.0,0.028,4,2,49513.0,12,Travel,16.31,4500.0,0.037,609.0,1,24.0,10.1,3,No,8,75.8,12.3,9.4,No,1,0,0,0,0,0,0,0,1,0
CUST00233,38,Female,Single,Graduate,Self-employed,Tier 3,83582.0,48201.0,140188.0,0.0,58.0,0.08,2,4,332113.0,36,Home Renovation,9.46,10632.0,0.127,703.0,0,15.0,15.7,0,Yes,16,74.3,0.0,2.0,No,0,0,1,0,0,0,0,0,1,0
CUST00234,31,Male,Married,Graduate,Salaried,Tier 2,88708.0,40149.0,,222782.0,67.7,0.419,7,1,387738.0,48,Debt Consolidation,9.81,9799.0,0.11,815.0,0,23.0,3.2,1,No,18,80.9,6.2,,No,0,0,0,1,1,0,1,0,0,0
CUST00235,59,Male,Married,Graduate,Salaried,Tier 1,60611.0,34160.0,221137.0,198074.0,57.0,0.349,6,4,134045.0,24,Home Renovation,10.25,6201.0,0.102,729.0,0,9.0,9.6,4,No,17,77.1,18.7,12.3,No,0,0,1,0,1,0,0,0,1,0
CUST00236,44,Female,Divorced,High School,Self-employed,Tier 2,,12910.0,29559.0,0.0,30.8,0.067,4,2,164453.0,48,Wedding,10.03,4173.0,0.311,651.0,0,7.0,18.6,0,Yes,9,71.4,4.9,7.4,No,1,0,0,0,0,0,0,0,0,0
CUST00237,21,Female,Single,Graduate,Salaried,Tier 1,38711.0,17626.0,,44572.0,91.9,0.332,5,2,135213.0,36,Travel,14.36,4645.0,0.12,672.0,0,1.0,0.0,1,No,10,75.8,6.7,0.0,No,0,0,0,0,0,0,0,1,0,0
CUST00238,40,Female,Married,Graduate,Salaried,Tier 2,39070.0,20911.0,171008.0,0.0,17.7,0.194,8,5,120077.0,36,Medical,14.38,4126.0,0.106,603.0,0,6.0,14.9,1,No,18,72.6,13.5,11.1,No,0,0,1,1,0,0,0,0,0,0
CUST00239,31,Female,Single,Graduate,Salaried,Tier 1,132176.0,75221.0,176584.0,0.0,44.5,0.068,2,0,156368.0,24,Vehicle,8.09,7079.0,0.054,713.0,0,3.0,7.6,1,Yes,18,82.3,2.3,0.5,Yes,0,0,1,1,0,0,0,0,1,0
CUST00240,47,Female,Married,Graduate,Self-employed,Tier 1,67636.0,25085.0,220181.0,147100.0,22.8,0.215,4,1,198299.0,24,Debt Consolidation,15.18,9632.0,0.142,694.0,1,58.0,23.2,0,Yes,14,90.6,6.1,10.8,Yes,0,0,0,1,0,0,0,0,0,0
CUST00241,30,Female,Married,Post Graduate,Salaried,Tier 1,,27294.0,,0.0,87.5,0.216,6,1,105981.0,24,Travel,7.5,4769.0,0.083,837.0,0,19.0,3.7,3,Yes,23,86.4,6.6,1.5,No,1,0,1,0,0,1,0,1,0,0
CUST00242,37,Female,Single,Graduate,Business,Tier 2,23909.0,10304.0,-2336.0,127379.0,25.3,0.643,5,3,376489.0,36,Home Renovation,18.45,13696.0,0.573,577.0,1,41.0,14.7,2,Yes,25,73.9,8.5,4.5,Yes,0,0,0,0,0,0,0,0,0,0
CUST00243,43,Male,Married,Graduate,Business,Tier 2,236060.0,144842.0,108024.0,49413.0,40.3,0.049,6,2,117331.0,24,Medical,15.81,5734.0,0.024,556.0,2,37.0,6.9,2,Yes,18,94.2,13.4,8.7,Yes,1,0,1,1,0,0,0,0,0,0
CUST00244,47,Female,Single,Post Graduate,Salaried,Tier 1,457629.348707644,76191.0,103189.0,80579.0,37.9,0.145,3,3,105237.0,36,Medical,13.32,3562.0,0.032,657.0,0,3.0,21.7,0,Yes,17,81.2,8.4,4.5,No,0,0,0,1,1,0,0,0,1,0
CUST00245,26,Female,Married,Graduate,Business,Tier 2,108721.0,59587.0,114011.0,60012.0,41.4,0.154,4,1,585124.5125769001,36,Home Renovation,8.38,5735.0,0.053,709.0,0,14.0,2.6,3,Yes,28,92.4,3.8,1.6,No,1,0,0,0,0,0,0,0,1,0
CUST00246,35,Male,Married,High School,Self-employed,Tier 3,23323.0,12088.0,177084.0,96443.0,35.3,0.412,2,0,97479.0,48,Travel,7.5,2357.0,0.101,854.0,0,9.0,3.8,3,No,9,95.6,1.3,2.1,No,0,0,1,1,1,0,0,0,0,0
CUST00247,33,Female,Married,High School,Salaried,Tier 3,33596.0,16505.0,62161.0,0.0,92.1,0.155,4,1,250527.0,24,Wedding,9.64,11519.0,0.343,,0,2.0,6.2,2,Yes,15,90.5,6.8,0.8,No,0,0,0,0,1,0,0,0,0,0
CUST00248,31,Male,Married,Graduate,Self-employed,Tier 3,33227.0,25396.0,56235.0,108060.0,81.8,0.499,3,1,1237039.0,60,Business,14.95,29397.0,0.885,590.0,0,32.0,8.5,1,Yes,25,86.1,0.0,2.4,No,0,0,1,0,0,0,0,0,0,0
CUST00249,56,Male,Divorced,High School,Self-employed,Tier 1,47475.0,27980.0,166135.0,0.0,65.4,0.057,3,6,216933.0,24,Medical,12.28,10240.0,0.216,716.0,0,18.0,23.0,2,Yes,23,77.2,15.6,8.8,No,0,0,1,0,1,0,1,0,1,0
CUST00250,42,Female,Divorced,Post Graduate,Salaried,Tier 1,229043.0,134878.0,169489.0,0.0,14.0,0.04,10,0,261245.0,12,Debt Consolidation,9.14,22863.0,0.1,789.0,0,15.0,5.3,1,No,11,91.7,11.1,8.8,No,1,0,0,0,0,0,0,0,0,0
CUST00251,25,Male,Married,Graduate,Salaried,Tier 1,35076.0,20952.0,129882.0,219124.0,68.7,0.551,2,3,107267.0,36,Medical,14.48,3691.0,0.105,626.0,0,17.0,2.8,2,Yes,30,85.4,0.0,0.0,No,0,0,1,0,1,0,0,1,0,0
CUST00252,47,Male,Married,High School,Salaried,Tier 2,43224.0,23191.0,158103.0,140036.0,15.2,0.296,4,1,129190.0,60,Medical,10.98,2808.0,0.065,676.0,0,28.0,8.3,1,Yes,14,81.6,10.0,,No,0,0,0,0,0,0,0,0,0,0
CUST00253,59,Female,Married,Post Graduate,Salaried,Tier 2,84343.0,36193.0,387131.0,0.0,40.0,0.104,8,1,140962.0,36,Business,7.5,4385.0,0.052,,0,16.0,21.3,2,No,13,82.0,15.2,15.5,No,1,0,1,0,0,0,0,0,0,0
CUST00254,48,Male,Married,Post Graduate,Salaried,Tier 1,77826.0,38055.0,220955.0,0.0,27.7,0.18,6,1,473838.0,24,Wedding,10.71,22021.0,0.283,700.0,0,5.0,9.6,2,Yes,22,85.3,24.9,17.5,No,1,0,1,0,1,0,0,0,0,1
CUST00255,23,Male,Single,Graduate,Self-employed,Tier 3,69403.0,16226.0,228062.0,38235.0,35.0,0.151,5,0,210429.0,60,Home Renovation,14.06,4903.0,0.071,585.0,0,17.0,1.4,3,Yes,18,77.8,0.7,0.0,Yes,1,0,0,0,0,0,0,0,0,0
CUST00256,33,Female,Single,Graduate,Salaried,Tier 3,17895.0,8480.0,49668.0,0.0,42.2,0.14,5,3,136668.0,36,Wedding,9.69,4390.0,0.245,748.0,0,6.0,11.0,1,Yes,12,71.1,6.5,2.5,No,0,0,0,0,1,0,0,1,1,0
CUST00257,51,Male,Single,High School,Salaried,Tier 2,124607.0,81443.0,,414267.0,34.6,0.326,2,4,172782.0,48,Home Renovation,8.3,4242.0,0.034,712.0,0,0.0,8.0,1,No,11,97.9,19.1,11.7,No,0,0,1,0,1,1,0,0,1,0
CUST00258,31,Male,Married,Graduate,Salaried,Tier 2,26676.0,15163.0,150844.0,335600.0,54.9,1.149,4,1,404751.0,36,Medical,16.17,14264.0,0.535,689.0,0,13.0,3.0,1,No,11,100.0,3.5,,No,1,0,0,0,0,0,0,0,0,0
CUST00259,42,Male,Single,Post Graduate,Business,Tier 2,43224.0,32626.0,-72178.0,0.0,39.5,0.02,5,2,359481.0,36,Home Renovation,7.5,11182.0,0.259,744.0,0,11.0,16.6,1,No,15,89.1,4.1,4.9,No,0,0,0,0,0,0,0,0,0,0
CUST00260,46,Male,Married,High School,Salaried,Tier 2,34532.0,8839.0,34422.0,641653.0,78.9,1.35,8,6,1621426.219554096,36,Home Renovation,9.3,13797.0,0.4,826.0,0,19.0,8.0,3,Yes,13,84.3,27.6,26.9,Yes,1,0,1,0,0,0,0,1,0,0
CUST00261,29,Female,Married,Graduate,Salaried,Tier 3,32555.0,23636.0,-21264.0,179222.0,59.3,0.576,8,1,45602.0,36,Travel,13.48,1547.0,0.048,632.0,0,7.0,7.1,3,Yes,11,88.2,0.0,0.0,No,0,0,1,0,0,0,0,0,1,0
CUST00262,37,Female,Married,Professional,Salaried,Tier 1,124576.0,77168.0,356592.0,213778.0,57.1,0.206,7,0,286567.0,60,Home Renovation,13.51,6595.0,0.053,625.0,0,4.0,13.6,3,Yes,20,72.6,5.2,5.0,No,1,0,1,0,1,0,0,0,1,1
CUST00263,21,Male,Married,Graduate,Business,Tier 2,78170.0,58322.0,-81740.0,124144.0,31.6,0.239,8,2,216981.0,24,Wedding,12.16,10230.0,0.131,716.0,0,39.0,0.0,0,Yes,26,95.9,0.0,0.0,Yes,0,1,0,0,0,0,0,0,0,0
CUST00264,28,Female,Single,Graduate,Salaried,Tier 1,72409.0,26488.0,280654.0,77850.0,71.1,0.118,3,2,238137.0,36,Business,9.42,7619.0,0.105,744.0,0,7.0,2.8,0,Yes,23,84.6,0.0,1.5,No,1,0,1,0,1,0,0,0,0,0
CUST00265,35,Male,Married,Post Graduate,Salaried,Tier 2,31708.0,26432.0,18404.0,0.0,70.5,0.025,4,2,255472.0,12,Debt Consolidation,14.39,22985.0,0.725,631.0,0,49.0,11.0,1,Yes,36,85.8,5.4,2.0,Yes,0,0,0,0,0,0,0,0,0,0
CUST00266,26,Male,Divorced,Post Graduate,Salaried,Tier 2,64053.0,30719.0,,134408.0,53.7,0.299,2,4,478156.0,24,Travel,13.68,22885.0,0.357,648.0,0,2.0,3.6,2,Yes,22,83.8,0.4,2.1,No,1,0,0,0,0,0,1,1,1,0
CUST00267,54,Female,Married,Graduate,Salaried,Tier 1,68767.0,45589.0,184821.0,0.0,81.4,0.155,4,0,113419.0,36,Home Renovation,7.5,3528.0,0.051,854.0,0,4.0,18.1,1,Yes,26,92.7,21.1,19.6,No,1,0,1,1,1,0,0,1,0,0
CUST00268,24,Female,Married,Post Graduate,Salaried,Tier 1,163445.0,85080.0,137695.0,40669.0,75.8,0.295,3,1,101443.0,12,Wedding,13.77,9097.0,0.056,673.0,1,40.0,1.5,0,No,19,84.9,0.0,0.6,Yes,0,1,1,0,0,0,1,0,1,0
CUST00269,34,Male,Single,Graduate,Salaried,Tier 1,75912.0,41998.0,217043.0,85279.0,82.3,0.296,2,3,163368.0,48,Education,9.46,4101.0,0.054,695.0,0,10.0,10.1,4,No,12,,15.6,,No,1,1,0,0,1,0,0,0,0,0
CUST00270,39,Male,Married,Post Graduate,Salaried,Tier 1,102431.0,75246.0,189288.0,84007.0,27.2,0.16,3,1,451065.0,24,Home Renovation,7.5,20298.0,0.198,827.0,0,28.0,9.1,4,No,12,94.9,11.5,9.5,No,1,0,1,1,1,0,0,0,1,0
CUST00271,52,Male,Single,Professional,Self-employed,Tier 2,208907.0,117457.0,248048.0,38108.0,71.2,0.185,4,3,67512.0,24,Medical,13.94,3240.0,0.02,630.0,1,20.0,8.4,2,Yes,16,88.6,12.6,5.9,Yes,0,0,0,0,1,0,0,1,1,0
CUST00272,24,Male,Married,Graduate,Salaried,Tier 3,24558.0,19911.0,-57004.0,321753.0,79.4,1.216,4,2,145472.0,36,Debt Consolidation,23.41,5662.0,0.231,616.0,2,27.0,1.9,5,Yes,21,90.2,0.8,0.0,Yes,1,1,1,0,0,1,0,0,1,0
CUST00273,50,Male,Single,Graduate,Self-employed,Tier 1,47457.0,38883.0,40643.0,129832.0,93.7,0.389,4,5,137562.0,6,Medical,8.83,23521.0,0.496,739.0,0,4.0,25.2,2,Yes,19,75.8,6.7,8.7,No,1,0,0,0,0,0,0,0,1,0
CUST00274,38,Female,Married,Graduate,Salaried,Tier 1,36421.0,21564.0,125448.0,60200.0,41.1,0.195,5,0,83064.0,60,Education,7.5,1664.0,0.046,870.0,0,5.0,4.7,1,Yes,23,76.8,4.6,5.6,No,1,0,1,0,0,0,0,0,0,0
CUST00275,28,Male,Single,Post Graduate,Unemployed,Tier 2,256442.5235151497,35261.0,95437.0,178952.0,66.8,0.323,3,2,351775.0,36,Business,9.95,11343.0,0.196,760.0,0,12.0,3.0,2,No,15,69.7,2.7,2.2,No,1,0,1,0,0,1,0,0,0,0
CUST00276,43,Female,Married,Post Graduate,Unemployed,Tier 1,72024.0,39332.0,169708.0,132836.0,70.5,0.364,9,2,175869.0,12,Vehicle,15.01,15874.0,0.22,,1,21.0,7.5,4,No,14,72.4,5.1,2.4,No,0,0,0,0,1,0,1,0,0,0
CUST00277,40,Male,Single,High School,Business,Tier 1,143116.0,82358.0,240200.0,0.0,22.2,0.053,4,1,226498.0,36,Debt Consolidation,7.5,7045.0,0.049,807.0,0,10.0,7.7,2,Yes,19,69.9,6.6,6.6,No,1,0,0,1,1,0,0,0,0,0
CUST00278,32,Male,Married,Post Graduate,Unemployed,Tier 2,32284.0,21000.0,72273.0,18108.0,71.5,0.261,2,2,162691.0,12,Wedding,19.07,14998.0,0.465,543.0,1,41.0,3.5,3,Yes,14,77.6,2.4,0.0,No,0,0,0,1,0,0,0,0,0,0
CUST00279,39,Male,Married,Post Graduate,Salaried,Tier 3,69912.0,43095.0,-6533.0,111234.0,87.3,0.347,5,5,198296.0,24,Business,15.56,9668.0,0.138,660.0,0,31.0,15.4,1,No,14,79.9,7.3,8.5,No,1,0,1,0,1,0,0,0,1,0
CUST00280,34,Male,Single,Post Graduate,Business,Tier 3,51294.0,29137.0,111830.0,88021.0,21.1,0.336,5,2,225636.0,24,Education,7.5,10154.0,0.198,718.0,0,13.0,5.0,1,Yes,21,72.6,4.5,4.5,No,0,0,0,0,1,0,0,0,1,1
CUST00281,39,Female,Single,Post Graduate,Salaried,Tier 1,126712.0,69312.0,502037.0,726590.0,86.4,0.752,6,0,508498.0,36,Business,10.02,16413.0,0.13,749.0,0,17.0,7.3,3,Yes,23,86.1,13.6,,Yes,0,1,0,1,0,0,0,0,0,0
CUST00282,45,Male,Married,High School,Self-employed,Tier 1,22648.0,7446.0,173123.0,146905.0,25.3,0.665,7,2,299624.0,24,Medical,11.02,13968.0,0.617,727.0,0,2.0,15.6,1,No,10,80.2,2.8,,Yes,1,1,1,0,0,1,0,0,1,0
CUST00283,54,Male,Married,Graduate,Salaried,Tier 2,27964.0,11982.0,161323.0,0.0,79.0,0.131,4,2,191067.0,48,Debt Consolidation,11.64,4998.0,0.179,723.0,0,9.0,24.4,2,Yes,16,79.5,7.2,10.0,No,1,0,1,0,1,0,0,0,0,0
CUST00284,26,Female,Married,Post Graduate,Salaried,Tier 1,65878.0,11065.0,269351.0,51565.0,43.6,0.151,3,3,141997.0,24,Vehicle,7.61,6397.0,0.097,739.0,0,15.0,4.1,1,Yes,25,93.6,4.5,0.0,No,1,0,0,1,1,0,0,0,1,0
CUST00285,59,Female,Married,Professional,Unemployed,Tier 2,80164.0,31036.0,196890.0,1382959.0,49.3,1.35,8,2,56310.0,36,Medical,22.62,2169.0,0.027,586.0,1,32.0,32.0,3,Yes,15,87.4,0.0,1.4,Yes,1,0,1,0,1,0,0,0,1,0
CUST00286,21,Male,Single,Graduate,Salaried,Tier 2,42741.0,27302.0,213723.0,215916.0,37.3,0.552,5,2,96912.0,60,Business,15.88,2351.0,0.055,663.0,0,6.0,0.0,5,Yes,25,90.4,7.9,0.0,No,1,0,1,0,1,1,0,0,0,0
CUST00287,36,Male,Single,Graduate,Business,Tier 1,64284.0,26622.0,234644.0,151712.0,135.2,0.265,7,1,297729.0,36,Wedding,11.7,9846.0,0.153,713.0,0,9.0,6.2,2,Yes,21,77.6,3.6,2.7,No,1,1,0,0,0,0,0,0,1,0
CUST00288,44,Female,Married,Post Graduate,Self-employed,Tier 1,83965.0,51716.0,132658.0,0.0,65.1,0.064,2,3,391508.0,60,Business,11.55,8620.0,0.103,704.0,0,2.0,7.5,1,No,10,65.6,7.3,5.4,No,1,0,0,0,1,0,0,1,0,0
CUST00289,41,Female,Single,Post Graduate,,Tier 3,92962.0,47528.0,164626.0,0.0,52.8,0.049,3,3,376460.0,36,Business,9.68,12091.0,0.13,699.0,0,16.0,16.5,0,No,12,79.3,5.1,6.8,No,1,0,0,0,0,0,0,0,0,0
CUST00290,32,Female,Single,Graduate,Salaried,Tier 2,112862.0,79035.0,230744.0,39059.0,16.0,0.039,7,5,50788.0,24,Debt Consolidation,7.5,2285.0,0.02,767.0,0,2.0,6.5,1,Yes,17,81.3,6.5,2.4,No,1,0,0,1,1,0,0,0,1,0
CUST00291,36,Male,Single,High School,Salaried,Tier 3,19579.0,16296.0,44846.0,0.0,45.5,0.089,7,4,102255.0,24,Education,7.5,4601.0,0.235,836.0,0,11.0,11.2,3,Yes,24,95.8,7.1,8.4,No,1,0,0,0,0,0,0,0,0,0
CUST00292,33,Female,Single,Post Graduate,Business,Tier 2,76309.0,45570.0,115432.0,280461.0,33.8,0.433,8,2,264911.0,48,Wedding,8.51,6531.0,0.086,770.0,0,28.0,7.4,3,Yes,14,81.0,6.4,3.8,No,0,0,1,0,0,0,0,0,0,1
CUST00293,32,Male,Single,Post Graduate,Unemployed,Tier 2,27031.0,10432.0,22072.0,0.0,85.4,0.248,2,2,323209.0,36,Business,13.09,10904.0,0.403,655.0,0,13.0,4.2,1,Yes,21,70.4,7.0,2.0,No,0,0,0,0,0,0,1,0,0,0
CUST00294,46,Male,Divorced,Post Graduate,Self-employed,Tier 1,85691.0,44819.0,196338.0,0.0,57.3,0.146,5,3,409173.0,36,Business,14.75,14134.0,0.165,636.0,0,4.0,9.4,2,Yes,29,84.6,16.0,10.4,No,1,0,0,0,0,0,1,0,0,0
CUST00295,42,Female,Married,Post Graduate,Business,Tier 2,129560.0,54745.0,415823.0,0.0,80.1,0.152,4,2,478091.0,24,Wedding,10.29,22126.0,0.171,694.0,0,12.0,6.5,1,Yes,11,99.0,11.7,8.2,No,0,0,1,1,0,0,0,1,0,0
CUST00296,31,Male,Married,Graduate,Salaried,Tier 3,72977.0,54814.0,40972.0,0.0,18.5,0.026,9,0,542067.0,24,Business,8.12,24546.0,0.336,789.0,0,3.0,6.1,3,No,10,98.3,4.3,4.0,No,1,1,0,1,1,0,0,0,1,0
CUST00297,47,Male,Single,Professional,Salaried,Tier 1,100029.0,37685.0,427159.0,0.0,19.4,0.029,4,3,146236.0,12,Medical,9.92,12851.0,0.128,707.0,0,18.0,8.1,2,Yes,19,94.6,17.4,6.3,No,0,0,0,0,0,0,1,0,0,0
CUST00298,41,Male,Single,Post Graduate,Salaried,Tier 1,156419.0,68576.0,,38820.0,32.7,0.045,3,1,282126.0,36,Education,9.46,9032.0,0.058,,0,14.0,9.9,0,Yes,17,89.0,11.0,12.0,Yes,0,1,1,0,0,0,0,0,0,1
CUST00299,46,Male,Married,Graduate,Self-employed,Tier 2,83411.0,26987.0,382234.0,86446.0,82.2,0.456,2,1,109554.0,48,Home Renovation,7.5,2649.0,0.032,742.0,0,10.0,16.2,2,Yes,24,83.4,11.0,9.0,No,1,0,1,0,0,0,0,0,0,0
CUST00300,44,Female,Married,Professional,Salaried,Tier 2,133985.0,71820.0,,160142.0,26.4,0.184,5,1,138850.0,48,Debt Consolidation,7.5,3357.0,0.025,833.0,0,2.0,18.7,2,Yes,18,87.6,2.8,8.2,No,1,0,0,1,0,0,0,0,0,0
CUST00301,30,Female,Single,Post Graduate,Self-employed,Tier 2,44655.0,27201.0,26151.0,167494.0,57.9,0.324,7,0,149095.0,36,Business,14.19,5109.0,0.114,646.0,0,54.0,8.2,2,Yes,23,77.7,1.1,0.9,Yes,0,0,0,1,1,0,0,0,0,0
CUST00302,32,Male,Married,Post Graduate,Self-employed,Tier 2,88402.0,24079.0,411245.0,0.0,80.0,0.135,7,2,303034.0,12,Vehicle,7.5,26290.0,0.297,,0,2.0,4.6,0,No,15,75.7,2.0,2.1,No,0,0,1,0,1,0,0,1,1,0
CUST00303,45,Male,Married,Graduate,Salaried,Tier 2,109894.0,49006.0,142158.0,585691.0,34.1,0.523,7,0,927923.0,6,Business,8.88,140000.0,1.25,776.0,0,20.0,11.9,1,Yes,26,69.6,8.0,7.6,No,0,0,1,0,0,0,0,0,0,0
CUST00304,44,Female,Married,Graduate,Salaried,Tier 2,42732.0,17795.0,-56133.0,0.0,28.8,0.109,3,6,340947.0,60,Home Renovation,8.62,7015.0,0.164,695.0,0,6.0,10.3,1,No,13,85.6,11.9,12.6,No,1,0,1,0,0,0,0,0,1,1
CUST00305,38,Female,Single,Graduate,Salaried,Tier 2,60941.0,39438.0,86449.0,116309.0,125.3,0.365,5,0,162640.0,36,Vehicle,21.17,6142.0,0.101,,3,95.0,5.0,4,No,14,76.3,3.9,1.8,Yes,0,0,0,0,0,0,0,0,1,0
CUST00306,39,Male,Married,Graduate,Business,Tier 1,187174.0,96504.0,210517.0,0.0,72.6,0.088,4,0,239811.0,12,Medical,17.14,21888.0,0.117,581.0,1,35.0,11.8,3,No,17,90.2,10.5,3.9,Yes,0,0,0,1,1,1,0,0,0,0
CUST00307,51,Female,Married,Graduate,Salaried,Tier 1,84601.0,56501.0,199150.0,326700.0,87.3,0.461,8,4,231524.0,36,Travel,11.91,7680.0,0.091,761.0,0,15.0,23.6,2,No,11,96.5,9.1,15.1,No,1,1,0,0,1,0,0,1,0,0
CUST00308,32,Female,Divorced,Graduate,Salaried,Tier 2,239401.997430001,36958.0,130895.0,0.0,34.4,0.07,4,4,425636.0,6,Wedding,7.5,72499.0,1.25,752.0,0,14.0,9.5,1,No,21,73.4,9.2,,No,0,0,1,0,1,0,0,0,0,0
CUST00309,43,Male,Married,Graduate,Business,Tier 2,147376.0,63759.0,145720.0,67750.0,43.4,0.092,6,0,640214.0,24,Business,7.5,28809.0,0.195,865.0,0,20.0,12.9,2,Yes,15,,10.4,7.1,No,0,0,1,0,1,0,1,1,0,0
CUST00310,36,Male,Single,Professional,Salaried,Tier 3,52034.0,22156.0,198981.0,0.0,73.6,0.111,4,2,322175.0,36,Travel,7.5,10022.0,0.193,770.0,0,4.0,5.9,2,Yes,16,90.2,8.1,5.6,No,1,0,0,1,0,0,0,0,1,1
CUST00311,36,Male,Married,Graduate,Salaried,Tier 2,22302.0,6000.0,2861.0,70327.0,49.4,0.427,7,2,392195.0,12,Vehicle,9.32,34356.0,1.25,686.0,0,11.0,12.4,2,Yes,19,89.7,0.0,,No,0,0,0,0,0,0,0,0,0,0
CUST00312,49,Female,Married,Graduate,Business,Tier 2,42973.0,16331.0,13948.0,99068.0,70.2,0.3,7,8,100355.0,12,Medical,17.87,9194.0,0.214,537.0,1,32.0,21.0,1,No,7,76.2,13.7,9.6,Yes,0,0,0,1,0,0,1,0,0,0
CUST00313,46,Male,Married,Graduate,Self-employed,Tier 1,109736.0,50034.0,455056.0,131887.0,73.4,0.257,4,1,220818.0,24,Debt Consolidation,10.67,10258.0,0.093,765.0,0,9.0,19.6,0,Yes,20,83.4,10.6,10.3,No,1,1,1,0,0,1,0,0,0,0
CUST00314,46,Male,Married,High School,Self-employed,Tier 2,50850.0,41017.0,35812.0,202538.0,37.5,0.492,6,1,161017.0,24,Medical,17.33,7987.0,0.157,625.0,2,35.0,8.1,5,No,7,65.1,10.6,5.1,Yes,1,0,0,0,0,0,0,0,0,0
CUST00315,51,Male,Married,Post Graduate,Salaried,Tier 1,86159.0,57087.0,140170.0,297300.0,53.6,0.375,5,4,90158.0,48,Debt Consolidation,9.25,2254.0,0.026,779.0,0,3.0,17.4,1,No,13,75.1,15.5,9.4,No,0,0,1,1,1,0,1,0,0,0
CUST00316,38,Female,Single,Graduate,Salaried,Tier 2,,50526.0,-60000.0,225704.0,61.7,0.307,5,3,1010033.0,48,Wedding,16.51,28889.0,0.284,624.0,2,43.0,4.4,0,No,12,96.4,9.4,9.3,Yes,0,0,0,1,0,0,0,0,0,1
CUST00317,45,Male,Single,Graduate,Self-employed,Tier 1,64396.0,36644.0,-80849.0,0.0,31.0,0.093,6,1,1025023.0,12,Business,7.5,88928.0,1.25,756.0,0,10.0,21.7,4,Yes,25,100.0,2.5,4.4,No,1,0,0,1,0,0,0,0,0,1
CUST00318,35,Female,Married,Graduate,Salaried,Tier 1,60195.0,34059.0,71334.0,67078.0,34.0,0.159,5,1,156979.0,36,Wedding,7.5,4883.0,0.081,875.0,0,12.0,8.3,2,No,12,72.8,5.3,7.1,No,0,0,1,0,0,0,0,0,0,0
CUST00319,41,Female,Single,Graduate,Business,Tier 2,104420.0,43261.0,324316.0,290098.0,22.7,0.395,3,4,600754.0,60,Wedding,7.5,12038.0,0.115,775.0,0,15.0,6.7,0,No,16,79.8,11.1,10.4,No,1,0,0,1,0,0,0,0,0,0
CUST00320,37,Male,Single,Graduate,Salaried,Tier 1,55134.0,25059.0,247673.0,242678.0,19.7,0.535,3,4,40000.0,48,Medical,12.83,1070.0,0.02,700.0,0,1.0,10.8,1,Yes,26,85.9,7.8,2.9,No,1,0,1,0,0,1,0,0,0,0
